ko_id	seed_ids	definition	kegg_ids
K15098	rxn01469	bornyl diphosphate synthase [EC:5.5.1.8]	R02007
K15099	rxn14390	geraniol 8-hydroxylase [EC:1.14.14.83]	R08785
K15086	rxn07447	(3S)-linalool synthase [EC:4.2.3.25]	R07631
K15089	rxn01787	(S)-limonene 3-monooxygenase [EC:1.14.14.99]	R02469
K15087	rxn07448;rxn39845	(3R)-linalool synthase [EC:4.2.3.26]	R07632
K15088	rxn01473	(4S)-limonene synthase [EC:4.2.3.16]	R02013
K15096	rxn04136	(R)-limonene synthase [EC:4.2.3.20]	R06120
K15097	rxn01467	(-)-endo-fenchol synthase [EC:4.2.3.10]	R02004
K15094	rxn01566	(-)-menthol dehydrogenase [EC:1.1.1.207]	R02177
K15095	rxn01850	(+)-neomenthol dehydrogenase [EC:1.1.1.208]	R02548
K15092	rxn04282;rxn39715;rxn39716;rxn04281	(+)-pulegone reductase [EC:1.3.1.81]	R06420;R06419
K15093	rxn14129	(+)-menthofuran synthase [EC:1.14.14.143]	R08923
K15090	rxn19950;rxn02336	isopiperitenol dehydrogenase [EC:1.1.1.223]	R03261
K15091	rxn14271;rxn39714	(-)-isopiperitenone reductase [EC:1.3.1.82]	R06417
K05822	rxn03030	tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89]	R04364
K05823	rxn01972	N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]	R02733
K05824	rxn01420;rxn01419;rxn03324	homoisocitrate dehydrogenase [EC:1.1.1.87]	R01936;R04862;R01934
K05825	rxn01423	2-aminoadipate transaminase [EC:2.6.1.-]	R01939
K05827	rxn16617	[lysine-biosynthesis-protein LysW]---L-2-aminoadipate ligase [EC:6.3.2.43]	R09775
K05828	rxn16618	[amino group carrier protein]-L-2-aminoadipate 6-kinase [EC:2.7.2.17]	R10930;R09776
K05829	rxn16619	LysW-gamma-L-alpha-aminoadipyl-6-phosphate/LysW-L-glutamyl-5-phosphate reductase [EC:1.2.1.103 1.2.1.-]	R09777;R10931
K05821	rxn00527;rxn00491;rxn16114;rxn00493	aromatic amino acid aminotransferase II [EC:2.6.1.58 2.6.1.28]	R00692;R00694;R09254;R00734
K17877	rxn00568;rxn13808;rxn00569;rxn14395	nitrite reductase (NAD(P)H) [EC:1.7.1.4]	R00787;R00789
K17876	rxn40047	pentalenic acid synthase [EC:1.14.15.11]	R10158
K17875	rxn16657;rxn16656;rxn16658	beta-amyrin 11-oxidase [EC:1.14.14.152]	R09815;R09816;R09817
K17879	rxn09532	peroxisomal coenzyme A diphosphatase NUDT7 [EC:3.6.1.-]	R10747
K05889	rxn39379;rxn06320	polyvinyl alcohol dehydrogenase (cytochrome) [EC:1.1.2.6]	R03136
K05881	rxn00745	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM [EC:2.7.1.121]	R01012
K05884	rxn04934	L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337]	R07136
K05887	rxn04661;rxn01740;rxn01363;rxn04662	quinate/shikimate dehydrogenase [EC:1.1.1.282]	R01872;R06847;R06846;R02413
K15226	rxn00526	arogenate dehydrogenase (NADP+) [EC:1.3.1.78]	R00733
K17884	rxn40258	archaetidylinositol phosphate synthase [EC:2.7.8.39]	R10464
K15229	rxn39269;rxn13964	methylamine dehydrogenase heavy chain [EC:1.4.9.1]	R00606
K15227	rxn00526	arogenate dehydrogenase (NADP+), plant [EC:1.3.1.78]	R00733
K15228	rxn39269;rxn13964	methylamine dehydrogenase light chain [EC:1.4.9.1]	R00606
K05878	rxn00745	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]	R01012
K05879	rxn00745	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	R01012
K05873	rxn00307;rxn00065	adenylate cyclase, class 2 [EC:4.6.1.1]	R00089;R00434
K17851	rxn16338	D-proline dehydrogenase [EC:1.5.99.13]	R09496
K17865	rxn02168	3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]	R03027
K17864	rxn04868;rxn04867	linoleate 8R-lipoxygenase / 9,12-octadecadienoate 8-hydroperoxide 8S-isomerase [EC:1.13.11.60 5.4.4.6]	R07062;R07061
K17863	rxn04867;rxn16743	linoleate 8R-lipoxygenase / 9,12-octadecadienoate 8-hydroperoxide 8R-isomerase [EC:1.13.11.60 5.4.4.5]	R07061;R09905
K17862	rxn16652	linoleate 10R-lipoxygenase [EC:1.13.11.62]	R09811
K04561	rxn05801;rxn39261	nitric oxide reductase subunit B [EC:1.7.2.5]	R00294
K05894	rxn02441	12-oxophytodienoic acid reductase [EC:1.3.1.42]	R03401
K05895	rxn39513;rxn04050;rxn03492	precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]	R05812;R05150
K04566	rxn06442	lysyl-tRNA synthetase, class I [EC:6.1.1.6]	R03658
K04567	rxn06442	lysyl-tRNA synthetase, class II [EC:6.1.1.6]	R03658
K05898	rxn16722	3-oxosteroid 1-dehydrogenase [EC:1.3.99.4]	R09884
K17832	rxn07875	geranial dehydrogenase [EC:1.2.1.86]	R08086
K17830	rxn40163;rxn40158;rxn40157	digeranylgeranylglycerophospholipid reductase [EC:1.3.1.101 1.3.7.11]	R10326;R10325;R10331
K17839	rxn13388;rxn15946	polyamine oxidase [EC:1.5.3.17 1.5.3.-]	R09076;R09077
K17838	rxn07099	beta-lactamase class D [EC:3.5.2.6]	R06363
K17837	rxn07099	metallo-beta-lactamase class B [EC:3.5.2.6]	R06363
K17836	rxn07099	beta-lactamase class A [EC:3.5.2.6]	R06363
K17835	rxn40262	3-amino-4-hydroxybenzoic acid synthase [EC:4.1.99.20]	R10469
K04516	rxn01256	chorismate mutase [EC:5.4.99.5]	R01715
K04517	rxn01268	prephenate dehydrogenase [EC:1.3.1.12]	R01728
K05848	rxn04383;rxn39730	phytoceramidase [EC:3.5.1.-]	R06528
K04518	rxn00490;rxn01000	prephenate dehydratase [EC:4.2.1.51]	R00691;R01373
K17842	rxn16624	torulene dioxygenase [EC:1.13.11.59]	R09782
K17841	rxn03646;rxn02945;rxn05031;rxn01489;rxn11574;rxn22285	15-cis-phytoene synthase / lycopene beta-cyclase [EC:2.5.1.32 5.5.1.19]	R02065;R05341;R04218;R07270;R10508;R03824
K16515	rxn03089	4-oxalomesaconate hydratase [EC:4.2.1.83]	R04478
K16514	rxn07630;rxn16552	4-oxalomesaconate tautomerase [EC:5.3.2.8]	R07839
K05830	rxn16620	LysW-gamma-L-lysine/LysW-L-ornithine aminotransferase [EC:2.6.1.118 2.6.1.-]	R09778;R10932
K05831	rxn16621	[amino group carrier protein]-lysine/ornithine hydrolase [EC:3.5.1.130 3.5.1.132]	R09779;R10933
K17819	rxn16625	beta-apo-4'-carotenal oxygenase [EC:1.2.1.82]	R09783
K17818	rxn15661;rxn04942;rxn04941	D-arabinitol dehydrogenase (NADP+) [EC:1.1.1.287]	R07144;R07143
K05860	rxn39389;rxn06362;rxn06378;rxn39400	phosphatidylinositol phospholipase C, epsilon [EC:3.1.4.11]	R10952;R03332;R03435
K05861	rxn39389;rxn06362;rxn06378;rxn39400	phosphatidylinositol phospholipase C, zeta [EC:3.1.4.11]	R10952;R03332;R03435
K17829	rxn16586	crotonyl-CoA reductase [EC:1.3.1.86]	R09738
K17828	rxn01361	dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]	R01869
K17827	rxn40220	fumitremorgin C synthase [EC:1.14.19.71]	R10416
K17826	rxn40219	fumitremorgin C monooxygenase [EC:1.14.14.119]	R10414
K17825	rxn40242	verruculogen synthase [EC:1.14.11.38]	R10445
K05857	rxn39389;rxn06362;rxn06378;rxn39400	phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]	R10952;R03332;R03435
K05858	rxn39389;rxn06362;rxn06378;rxn39400	phosphatidylinositol phospholipase C, beta [EC:3.1.4.11]	R10952;R03332;R03435
K05859	rxn39389;rxn06362;rxn06378;rxn39400	phosphatidylinositol phospholipase C, gamma-2 [EC:3.1.4.11]	R10952;R03332;R03435
K05851	rxn00307;rxn00065	adenylate cyclase, class 1 [EC:4.6.1.1]	R00089;R00434
K03186	rxn02118;rxn00921;rxn02415;rxn11642;rxn03393	flavin prenyltransferase [EC:2.5.1.129]	R11225;R03367;R04985;R02952;R04986;R01238
K03185	rxn15782;rxn03396	2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]	R08773;R04989
K03184	rxn04139;rxn15784	3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]	R06146;R08775
K03183	rxn15783;rxn16584;rxn03397	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	R04990;R09736;R08774
K03182	rxn11642;rxn03393	4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]	R04985;R04986
K03181	rxn00966	chorismate--pyruvate lyase [EC:4.1.3.40]	R01302
K03179	rxn11643;rxn03893	4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	R05000;R05615
K04480	rxn11601;rxn39460;rxn10568	methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90]	R04384;R09098
K03151	rxn07293	tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]	R07461
K03150	rxn40101	2-iminoacetate synthase [EC:4.1.99.19]	R10246
K03148	rxn07291	sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73]	R07459
K03147	rxn20643;rxn02485	phosphomethylpyrimidine synthase [EC:4.1.99.17]	R03472
K03146	rxn40427	cysteine-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.60]	R10685
K03149	rxn40102	thiazole synthase [EC:2.8.1.10]	R10247
K05797	rxn14227	4-cresol dehydrogenase (hydroxylating) flavoprotein subunit [EC:1.17.9.1]	R02675;R11194
K03153	rxn23045;rxn07295	glycine oxidase [EC:1.4.3.19]	R07463
K04486	rxn02160	histidinol-phosphatase (PHP family) [EC:3.1.3.15]	R03013
K04487	rxn07292	cysteine desulfurase [EC:2.8.1.7]	R11529;R07460;R11528
K05929	rxn01478;rxn04682;rxn04681	phosphoethanolamine N-methyltransferase [EC:2.1.1.103]	R06869;R02037;R06868
K17913	rxn37741	carlactone synthase / all-trans-10'-apo-beta-carotenal 13,14-cleaving dioxygenase [EC:1.13.11.69 1.13.11.70]	R10558
K17912	rxn37740	9-cis-beta-carotene 9',10'-cleaving dioxygenase [EC:1.13.11.68]	R10557
K17911	rxn37739	beta-carotene isomerase [EC:5.2.1.14]	R10282
K05921	rxn02885;rxn03041	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-]	R04134;R04380
K05928	rxn40277;rxn40276;rxn05004;rxn07335	tocopherol O-methyltransferase [EC:2.1.1.95]	R07236;R10492;R07504;R10491
K05913	rxn00968;rxn39287	2,4'-dihydroxyacetophenone dioxygenase [EC:1.13.11.41]	R01305
K05915	rxn40456	(hydroxymethyl)phosphonate/2-amino-1-hydroxyethylphosphonate dioxygenase [EC:1.13.11.89 1.13.11.78]	R10722;R12451
K05917	rxn03912;rxn03996	sterol 14alpha-demethylase [EC:1.14.14.154 1.14.15.36]	R05640;R05731;R12323
K05946	rxn39612	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187]	R06129
K05947	rxn04021	mannosyl-3-phosphoglycerate synthase [EC:2.4.1.217]	R05768
K05948	rxn39937	fringe [EC:2.4.1.222]	R09296
K04618	rxn15133;rxn00814;rxn15132	galactose oxidase [EC:1.1.3.9]	R01098
K05942	rxn00256	citrate (Re)-synthase [EC:2.3.3.3]	R00351
K17900	rxn15315;rxn06217;rxn39352	lipase ATG15 [EC:3.1.1.3]	R02250;R02687
K05933	rxn04992	aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]	R07214
K05934	rxn04047;rxn03513	precorrin-3B C17-methyltransferase [EC:2.1.1.131]	R05809;R05180
K05936	rxn03514;rxn04048;rxn39512	precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]	R05181;R05810
K05939	rxn06803;rxn05996	acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20]	R04864;R01406
K05907	rxn03983	adenylyl-sulfate reductase (glutathione) [EC:1.8.4.9]	R05717
K05908	rxn04961	thiosulfate dehydrogenase (quinone) [EC:1.8.5.2]	R07177
K05901	rxn08459;rxn03976;rxn01723;rxn01722	biliverdin reductase / flavin reductase [EC:1.3.1.24 1.5.1.30]	R02393;R09520;R05707;R02391
K05906	rxn16406	prenylcysteine oxidase / farnesylcysteine lyase [EC:1.8.3.5 1.8.3.6]	R09562
K17996	rxn40203	sulfhydrogenase subunit beta (sulfur reductase) [EC:1.12.98.4]	R10390
K17995	rxn40203	sulfhydrogenase subunit gamma (sulfur reductase) [EC:1.12.98.4]	R10390
K17994	rxn40203	sulfhydrogenase subunit delta [EC:1.12.1.3 1.12.1.5]	R10390
K17993	rxn40203	sulfhydrogenase subunit alpha [EC:1.12.1.3 1.12.1.5]	R10390
K17991	rxn16302;rxn16303	peroxygenase [EC:1.11.2.3]	R09462;R09463
K03343	rxn00852	putrescine oxidase [EC:1.4.3.10]	R01151
K03342	rxn03841;rxn01257	para-aminobenzoate synthetase / 4-amino-4-deoxychorismate lyase [EC:2.6.1.85 4.1.3.38]	R01716;R05553
K03341	rxn11752;rxn39888	O-phospho-L-seryl-tRNASec:L-selenocysteinyl-tRNA synthase [EC:2.9.1.2]	R08224
K03340	rxn01991	diaminopimelate dehydrogenase [EC:1.4.1.16]	R02755
K03335	rxn02007;rxn15544	inosose dehydratase [EC:4.2.1.44]	R02782;R05659
K03334	rxn00477;rxn00450;rxn01574;rxn00262;rxn00522;rxn00488	L-amino-acid oxidase [EC:1.4.3.2]	R00648;R02197;R00729;R00357;R00677;R00689
K03333	rxn01064	cholesterol oxidase [EC:1.1.3.6]	R01459
K03332	rxn15088	fructan beta-fructosidase [EC:3.2.1.80]	R00879
K03331	rxn01392	L-xylulose reductase [EC:1.1.1.10]	R01904
K03330	rxn10534	glutamyl-tRNA(Gln) amidotransferase subunit E [EC:6.3.5.7]	R03905
K05992	rxn39324;rxn15299;rxn06097	maltogenic alpha-amylase [EC:3.2.1.133]	R02112;R11262
K03339	rxn01176	6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase [EC:4.1.2.29]	R05378
K03338	rxn03023	5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]	R05661
K03337	rxn12146;rxn39904	5-deoxy-glucuronate isomerase [EC:5.3.1.30]	R08503
K03336	rxn12147	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]	R08603
K03371	rxn39592;rxn39548;rxn06735	alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8A) [EC:2.4.99.8]	R05940;R06032;R05947
K03370	rxn06393	lactosylceramide alpha-2,3-sialyltransferase (sialyltransferase 9) [EC:2.4.99.9]	R05937
K15316	rxn40096	noranthrone synthase [EC:2.3.1.221]	R10239
K03368	rxn03466;rxn06758;rxn39526;rxn39564;rxn39555	beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 4B) [EC:2.4.99.4]	R05967;R05942;R05949;R05913;R05957
K03367	rxn06227	D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]	R02718
K03366	rxn01685;rxn02112;rxn39373;rxn01686;rxn21329;rxn15373	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	R03707;R09078;R02855;R02946;R10505
K03365	rxn02090;rxn00717;rxn01025	cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]	R01411;R00974;R02922
K03369	rxn39556;rxn39549;rxn39548;rxn03184	alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8E) [EC:2.4.99.-]	R05950;R05943;R05947;R05958
K15320	rxn07218	6-methylsalicylic acid synthase [EC:2.3.1.165]	R07253
K16651	rxn04386	L-threonine kinase [EC:2.7.1.177]	R06531
K17982	rxn20915	geranyllinalool synthase [EC:4.2.3.144]	R10533
K17989	rxn00165;rxn00737;rxn00426	L-serine/L-threonine ammonia-lyase [EC:4.3.1.17 4.3.1.19]	R00590;R00220;R00996
K17950	rxn07450	L-cysteate sulfo-lyase [EC:4.4.1.25]	R07634
K05966	rxn09320	triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	R09675
K05964	rxn40445	holo-ACP synthase [EC:2.7.7.61]	R10706
K15303	rxn16252;rxn16251;rxn16249;rxn16250	aflatoxin B1 aldehyde reductase	R09414;R09415;R09412;R09413
K17961	rxn25038	trimethyltridecatetraene/dimethylnonatriene synthase [EC:1.14.14.58 1.14.14.59]	R10562
K05954	rxn16685	protein farnesyltransferase subunit beta [EC:2.5.1.58]	R09844
K05955	rxn16685	protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha [EC:2.5.1.58 2.5.1.59]	R09844
K05957	rxn02006	L-glutamine:scyllo-inosose aminotransferase [EC:2.6.1.50]	R02781
K04628	rxn06653;rxn01090	ceramide galactosyltransferase [EC:2.4.1.47]	R06277;R04322;R01500;R10804
K17939	rxn40293	GDP-perosamine N-acetyltransferase [EC:2.3.1.227]	R10514
K17942	rxn40324	phosphomevalonate decarboxylase [EC:4.1.1.99]	R10561
K17940	rxn22189	2-heptyl-3-hydroxy-4(1H)-quinolone synthase [EC:1.14.13.182]	R10467
K16619	rxn39318;rxn33778;rxn39319;rxn39389;rxn05964;rxn06079;rxn06362;rxn07258;rxn06087	phospholipase C / alpha-toxin [EC:3.1.4.3]	R02052;R03332;R02027;R07381;R01312
K17947	rxn40124	dTDP-L-rhamnose 4-epimerase [EC:5.1.3.25]	R10279
K05979	rxn04036	2-phosphosulfolactate phosphatase [EC:3.1.3.71]	R05789
K05973	rxn06858;rxn39483	poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]	R05118
K15253	rxn04654;rxn03707;rxn03709;rxn04648	chlorocatechol 1,2-dioxygenase [EC:1.13.11.-]	R06833;R05409;R06839;R05407
K03272	rxn03916;rxn03918	D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]	R05644;R05646
K03271	rxn39958;rxn16611;rxn03917	D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]	R09768;R09769;R05645
K03270	rxn02404	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]	R03350
K03269	rxn03130	UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]	R04549
K03268	rxn03729;rxn02539;rxn02526;rxn16013;rxn39930;rxn04646;rxn16014;rxn39929;rxn04671	benzene/toluene/chlorobenzene dioxygenase subunit alpha [EC:1.14.12.3 1.14.12.11 1.14.12.26]	R06831;R03543;R06856;R03559;R05429;R09151;R09152
K16593	rxn40022	pimeloyl-[acyl-carrier protein] synthase [EC:1.14.14.46]	R10123
K15236	rxn03687;rxn03688	gamma-hexachlorocyclohexane dehydrochlorinase [EC:4.5.1.-]	R05386;R05387
K17899	rxn01780	D-ornithine 4,5-aminomutase subunit alpha [EC:5.4.3.5]	R02461
K15237	rxn03557	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase 1 [EC:1.3.1.-]	R05243
K17898	rxn01780	D-ornithine 4,5-aminomutase subunit beta [EC:5.4.3.5]	R02461
K15234	rxn00259	citryl-CoA lyase [EC:4.1.3.34]	R00354
K15232	rxn00971	citryl-CoA synthetase large subunit [EC:6.2.1.18]	R01322
K15233	rxn00971	citryl-CoA synthetase small subunit	R01322
K15230	rxn00257	ATP-citrate lyase alpha-subunit [EC:2.3.3.8]	R00352
K17893	rxn16346	ubiquinol oxidase [EC:1.10.3.11]	R09504
K15231	rxn00257	ATP-citrate lyase beta-subunit [EC:2.3.3.8]	R00352
K15238	rxn03557	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase 2 [EC:1.3.1.-]	R05243
K15239	rxn06893;rxn03581	2,5-dichlorohydroquinone reductive dechlorinase [EC:2.5.1.-]	R05269;R05267
K15240	rxn03560	hydroquinone 1,2-dioxygenase [EC:1.13.11.66]	R05246
K15245	rxn08458;rxn03746;rxn03747;rxn03749	chlorophenol-4-monooxygenase component 1 [EC:1.5.1.37]	R05446;R05449;R05447;R09748
K15246	rxn03747;rxn03746;rxn03749	chlorophenol-4-monooxygenase component 2 [EC:1.14.14.-]	R05446;R05449;R05447
K15243	rxn11653	2,4,5-trichlorophenoxyacetic acid oxygenase 1 [EC:1.14.13.-]	R05418
K15244	rxn11653	2,4,5-trichlorophenoxyacetic acid oxygenase 2 [EC:1.14.13.-]	R05418
K15241	rxn03703;rxn03702	tetrachlorohydroquinone reductive dehalogenase [EC:1.21.4.5]	R05402;R05403
K15242	rxn03708	2,6-dichloro-p-hydroquinone 1,2-dioxygenase [EC:1.13.11.-]	R05408
K03280	rxn06067	UDP-N-acetylglucosamine:(glucosyl)LPS alpha-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.56]	R01996
K03279	rxn06065	UDP-glucose:(galactosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.58]	R01994
K03278	rxn06068	UDP-D-galactose:(glucosyl)LPS alpha-1,3-D-galactosyltransferase [EC:2.4.1.44]	R01997
K03276	rxn06065	UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase [EC:2.4.1.-]	R01994
K03274	rxn03511	ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]	R05176
K03273	rxn03919;rxn16613	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]	R05647;R09771
K04719	rxn15951	5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]	R09083
K04711	rxn39729;rxn04375	dihydroceramidase [EC:3.5.1.-]	R06518
K04712	rxn07109	sphingolipid 4-desaturase/C4-monooxygenase [EC:1.14.19.17 1.14.18.5]	R06519
K04713	rxn04382;rxn04381	sphinganine C4-monooxygenase [EC:1.14.18.5]	R06526;R06525
K04714	rxn14381;rxn39927	shingomyelin synthase [EC:2.7.8.27]	R08969
K04715	rxn01087	ceramide kinase [EC:2.7.1.138]	R01495
K04716	rxn04377;rxn04378;rxn04376	sphingosine-1-phosphate phosphatase 1 [EC:3.1.3.-]	R06520;R06522;R06521
K04717	rxn04377;rxn04378;rxn04376	sphingosine-1-phosphate phosphotase 2 [EC:3.1.3.-]	R06520;R06522;R06521
K04718	rxn01411;rxn02133	sphingosine kinase [EC:2.7.1.91]	R01926;R02976
K04710	rxn07108;rxn06012	ceramide synthetase [EC:2.3.1.24]	R01496;R06517
K04708	rxn02134	3-dehydrosphinganine reductase [EC:1.1.1.102]	R02978
K04709	rxn07110;rxn07108	Acyl-CoA-dependent ceramide synthase [EC:2.3.1.24]	R06517;R06527
K03400	rxn40319	long-chain-fatty-acyl-CoA reductase [EC:1.2.1.50]	R10549
K03405	rxn02733	magnesium chelatase subunit I [EC:6.6.1.1]	R03877
K03404	rxn02733	magnesium chelatase subunit D [EC:6.6.1.1]	R03877
K03403	rxn02733	magnesium chelatase subunit H [EC:6.6.1.1]	R03877
K04720	rxn04385	threonine-phosphate decarboxylase [EC:4.1.1.81]	R06530
K14126	rxn05759	F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]	R11943;R00019
K15451	rxn40342;rxn40343	tRNA wybutosine-synthesizing protein 4 [EC:2.1.1.290 2.3.1.231]	R10586;R10587
K14127	rxn05759	F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]	R11944;R11943;R00019
K14128	rxn05759	F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]	R11943;R00019
K03465	rxn04464;rxn37797	thymidylate synthase (FAD) [EC:2.1.1.148]	R06613
K03464	rxn15642	muconolactone D-isomerase [EC:5.3.3.4]	R06990
K03462	rxn00941	nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	R01271
K14136	rxn21378	decaprenyl-phosphate phosphoribosyltransferase [EC:2.4.2.45]	R10095
K15467	rxn39785;rxn04805	27-O-demethylrifamycin SV methyltransferase [EC:2.1.1.315]	R06998
K14134	rxn40251	12alpha,13alpha-dihydroxyfumitremorgin C prenyltransferase [EC:2.5.1.110]	R10457
K14135	rxn40078	fumigaclavine A dimethylallyltransferase [EC:2.5.1.100]	R10201
K14132	rxn40168	tryprostatin B synthase [EC:2.5.1.106]	R10340
K16795	rxn03077	platelet-activating factor acetylhydrolase IB subunit beta/gamma [EC:3.1.1.47]	R04452
K16794	rxn03077	platelet-activating factor acetylhydrolase IB subunit alpha	R04452
K14130	rxn01212	tryptophan 4-dimethylallyltransferase [EC:2.5.1.34]	R01657
K15461	rxn13976;rxn14216	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]	R08702;R00601
K16793	rxn02466;rxn03034;rxn10596;rxn40205;rxn10469;rxn16566;rxn10595;rxn10468;rxn40204	methanogen homoaconitase small subunit [EC:4.2.1.114]	R03444;R09720;R10395;R10396;R10393;R10394;R10391;R04371;R10392
K16792	rxn02466;rxn03034;rxn10596;rxn40205;rxn10469;rxn16566;rxn10595;rxn10468;rxn40204	methanogen homoaconitase large subunit [EC:4.2.1.114]	R03444;R09720;R10395;R10396;R10393;R10394;R10391;R04371;R10392
K14138	rxn40099;rxn12080	acetyl-CoA synthase [EC:2.3.1.169]	R08433;R10243
K04781	rxn04454	salicylate synthetase [EC:5.4.4.2 4.2.99.21]	R06602
K04782	rxn04454	isochorismate pyruvate lyase [EC:4.2.99.21]	R06602
K02160	rxn00533	acetyl-CoA carboxylase biotin carboxyl carrier protein	R00742
K15440	rxn40090	tRNA-specific adenosine deaminase 1 [EC:3.5.4.34]	R10231
K03476	rxn07492	L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]	R07677
K03475	rxn07486	ascorbate PTS system EIIC component	R07671
K03474	rxn04070	pyridoxine 5-phosphate synthase [EC:2.6.99.2]	R05838
K03473	rxn02939	erythronate-4-phosphate dehydrogenase [EC:1.1.1.290]	R04210
K03472	rxn01331	D-erythrose 4-phosphate dehydrogenase [EC:1.2.1.72]	R01825
K03479	rxn39524;rxn39527	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7A) [EC:2.4.99.3]	R05911;R05914
K03423	rxn01980	bis-gamma-glutamylcystine reductase [EC:1.8.1.13]	R02742
K03429	rxn06219;rxn06671;rxn39354	processive 1,2-diacylglycerol beta-glucosyltransferase [EC:2.4.1.315]	R04377;R02689
K03428	rxn02959	magnesium-protoporphyrin O-methyltransferase [EC:2.1.1.11]	R04237
K03426	rxn02154;rxn00076	NAD+ diphosphatase [EC:3.6.1.22]	R11104;R03004;R00103
K15422	rxn02434;rxn02455;rxn00360;rxn00137	3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase [EC:3.1.3.7 3.1.3.57]	R03393;R00508;R00188;R03427
